"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"38" 37 0 3679205 47966 0 0 47966 0 0 10 10 10 10 38 31.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"39" 38 0 3777465 47966 0 0 47966 0 0 10 10 10 10 39 32.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"40" 39 0 3895789 47966 0 0 47966 0 0 10 10 10 10 40 33.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"41" 40 0 4000532 47966 0 0 47966 0 0 10 10 10 10 41 34.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"42" 41 0 4095029 47966 0 0 47966 0 0 10 10 10 10 42 35.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"43" 42 0 4195652 47966 0 0 47966 0 0 10 10 10 10 43 36.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"44" 43 0 4294475 47966 0 0 47966 0 0 10 10 10 10 44 37.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"45" 44 0 4385360 47966 0 0 47966 0 0 10 10 10 10 45 38.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"46" 45 0 4474956 47966 0 0 47966 0 0 10 10 10 10 46 39.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"47" 46 0 4571909 47966 0 0 47966 0 0 10 10 10 10 47 40.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"48" 47 0 4661049 47966 0 0 47966 0 0 10 10 10 10 48 41.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"49" 48 0 4758173 47966 0 0 47966 0 0 10 10 10 10 49 42.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"50" 49 0 4853290 47966 0 0 47966 0 0 10 10 10 10 50 43.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"51" 50 0 4951428 47966 0 0 47966 0 0 10 10 10 10 51 44.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"52" 51 0 5053928 47966 0 0 47966 0 0 10 10 10 10 52 45.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"53" 52 0 5147216 47966 0 0 47966 0 0 10 10 10 10 53 46.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"54" 53 0 5236746 47966 0 0 47966 0 0 10 10 10 10 54 47.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"55" 54 0 5343890 47966 0 0 47966 0 0 10 10 10 10 55 48.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"56" 55 0 5440050 47966 0 0 47966 0 0 10 10 10 10 56 49.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"57" 56 0 5530401 47966 0 0 47966 0 0 10 10 10 10 57 50.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"58" 57 0 5631933 47966 0 0 47966 0 0 10 10 10 10 58 51.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"59" 58 0 5720538 47966 0 0 47966 0 0 10 10 10 10 59 52.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"60" 59 0 5811653 47966 0 0 47966 0 0 10 10 10 10 60 53.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"61" 60 0 5907663 47966 0 0 47966 0 0 10 10 10 10 61 54.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"62" 61 0 6000385 47966 0 0 47966 0 0 10 10 10 10 62 55.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"63" 62 0 6102864 47966 0 0 47966 0 0 10 10 10 10 63 56.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"64" 63 0 6194240 47966 0 0 47966 0 0 10 10 10 10 64 57.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
"65" 64 0 6286811 47966 0 0 47966 0 0 10 10 10 10 65 58.4375 "AND NOT device_has_password=true AND NOT device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEnabled=true AND  wifiEnabled=true OR  device_type=>LG-G3 AND  user_role=>Consultancy AND NOT wifiEnabled=true AND  device_screen_timeout>803 OR NOT user_role=>Employee THEN=" "fold0"
