"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 213935 47967 0 0 60741.71875 119.8125 0 10 10 10 10 1 1 "OR NOT user_role=>Administration AND  device_owned_by=>USER AND NOT device_owned_by=>USER AND  device_type=>Nexus 5 OR  bluetoothConnected=true AND  device_OS=>Android4.2.1 AND  event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"2" 1 0 305167 47967 0 0 56457.28125 78.84375 0 10 10 10 10 2 1.75 "OR NOT user_role=>Administration AND  device_owned_by=>USER AND NOT device_owned_by=>USER AND  device_type=>Nexus 5 OR  bluetoothConnected=true AND  device_OS=>Android4.2.1 AND  event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"3" 2 0 394632 47967 0 0 53991.40625 63.78125 0 10 10 10 10 3 2.25 "OR NOT user_role=>Administration AND  device_owned_by=>USER AND NOT device_owned_by=>USER AND  device_type=>Nexus 5 OR  bluetoothConnected=true AND  device_OS=>Android4.2.1 AND  event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"4" 3 0 484201 47967 0 0 52353.15625 45.9375 0 10 10 10 10 4 2.9375 "OR NOT user_role=>Administration AND  device_owned_by=>USER AND NOT device_owned_by=>USER AND  device_type=>Nexus 5 OR  bluetoothConnected=true AND  device_OS=>Android4.2.1 AND  event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"5" 4 0 575835 47967 0 0 49891.65625 23.8125 0 10 10 10 10 5 3.3125 "OR NOT user_role=>Administration AND  device_owned_by=>USER AND NOT device_owned_by=>USER AND  device_type=>Nexus 5 OR  bluetoothConnected=true AND  device_OS=>Android4.2.1 AND  event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"6" 5 0 663095 47967 0 0 49002.84375 14.875 0 10 10 10 10 6 3.9375 "OR NOT user_role=>Administration AND  device_owned_by=>USER AND NOT device_owned_by=>USER AND  device_type=>Nexus 5 OR  bluetoothConnected=true AND  device_OS=>Android4.2.1 AND  event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"7" 6 0 755242 47961 7 0 48434.125 6.4375 0 10 10 10 10 1 4.3125 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"8" 7 0 839013 47961 7 0 48248.09375 4.90625 0 10 10 10 10 2 5 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"9" 8 0 924400 47961 7 0 48125.875 3.96875 0 10 10 10 10 3 5.53125 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"10" 9 0 1013917 47961 7 0 48049.5 1.84375 0 10 10 10 10 4 5.78125 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"11" 10 0 1106868 47961 7 0 48025.1875 1.8125 0 10 10 10 10 5 6.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"12" 11 0 1208156 47961 7 0 47992.09375 0.375 0 10 10 10 10 6 6.5 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"13" 12 0 1303471 47961 7 0 47978 0.21875 0 10 10 10 10 7 6.96875 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"14" 13 0 1397833 47961 7 0 47969.25 0.21875 0 10 10 10 10 8 7.40625 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"15" 14 0 1495582 47961 7 0 47966.6875 0.21875 0 10 10 10 10 9 7.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"16" 15 0 1593663 47961 7 0 47966.6875 0.21875 0 10 10 10 10 10 8.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"17" 16 0 1686090 47961 7 0 47966.6875 0.21875 0 10 10 10 10 11 9.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"18" 17 0 1775612 47961 7 0 47966.6875 0.21875 0 10 10 10 10 12 10.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"19" 18 0 1863819 47961 7 0 47966.6875 0.21875 0 10 10 10 10 13 11.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"20" 19 0 1956855 47961 7 0 47966.6875 0.21875 0 10 10 10 10 14 12.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"21" 20 0 2059199 47961 7 0 47966.6875 0.21875 0 10 10 10 10 15 13.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"22" 21 0 2148150 47961 7 0 47966.6875 0.21875 0 10 10 10 10 16 14.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"23" 22 0 2248272 47961 7 0 47966.6875 0.21875 0 10 10 10 10 17 15.25 "OR  mail_has_attachment=false AND  device_type=>Samsung Galaxy S4 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND NOT device_type=>Nexus 5 AND NOT bluetoothConnected=true AND  device_OS=>Android4.2.1 OR NOT event_type=>ACTION_APP_OPEN AND  mail_has_attachment=true OR NOT bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL THEN=" "fold7"
"24" 23 0 2358868 47927 8 0 47965.4375 0.46875 0 10 10 10 10 1 15.96875 "OR NOT mail_has_attachment=false AND NOT device_type=>Samsung Galaxy S4 mini GT-I919 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND  device_screen_timeout>=213 AND NOT event_type=>USER_BEHAVIOR OR  device_owned_by=>USER AND NOT mail_has_attachment=false AND  device_has_accessibility=false OR  device_owned_by=>USER AND NOT device_has_password=false THEN=" "fold7"
"25" 24 0 2449072 47927 8 0 47965.4375 0.46875 0 10 10 10 10 2 16.96875 "OR NOT mail_has_attachment=false AND NOT device_type=>Samsung Galaxy S4 mini GT-I919 AND  event_type=>CONTEXT_SENSOR_PACKAGE AND  device_screen_timeout>=213 AND NOT event_type=>USER_BEHAVIOR OR  device_owned_by=>USER AND NOT mail_has_attachment=false AND  device_has_accessibility=false OR  device_owned_by=>USER AND NOT device_has_password=false THEN=" "fold7"
