"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 220496 14279 4148 0 35090.21875 2621.59375 0 4 4.09375 13 15.125 1 1 "AND NOT wifiConnected=true OR  wifiConnected=true AND NOT device_screen_timeout<=890 THEN=GRANTED|OR  wifiConnected=true AND NOT device_screen_timeout<=890 THEN=GRANTED|OR NOT device_has_antivirus=true AND  device_has_antivirus=false AND NOT device_screen_timeout<=890 THEN=GRANTED|AND  device_has_accessibility=true AND  device_has_antivirus=false AND NOT device_screen_timeout<=890 THEN=STRONGDENY|" "fold6"
"2" 1 0 296525 8539 4788 0 28480.5 3155.875 0 5 4.09375 17 15.125 1 1.6875 "AND NOT device_is_rooted=true AND NOT device_owned_by=>USER OR  asset_confidential_level=>PUBLIC THEN=GRANTED|AND NOT device_screen_timeout<740 AND NOT device_type=>Sony Xperia T3 AND NOT device_owned_by=>USER OR  asset_confidential_level=>PUBLIC THEN=GRANTED|AND NOT device_type=>Sony Xperia T3 AND NOT device_owned_by=>USER OR  asset_confidential_level=>PUBLIC THEN=GRANTED|AND  mail_has_attachment=true AND NOT bluetoothConnected=true OR  asset_confidential_level=>PUBLIC THEN=GRANTED|AND NOT user_role=>Employee AND NOT bluetoothConnected=true OR  asset_confidential_level=>PUBLIC THEN=GRANTED|" "fold6"
"3" 2 0 391010 8504 4789 0 25025.75 3454.78125 0 5 4.15625 17 15 1 2.4375 "AND NOT password_length>6 OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|OR NOT device_has_antivirus=false AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR  device_OS=>Windows8.1 OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|" "fold6"
"4" 3 0 480325 8504 4789 0 22813.34375 3571.0625 0 5 4.34375 17 15.5 2 2.8125 "AND NOT password_length>6 OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|OR NOT device_has_antivirus=false AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR  device_OS=>Windows8.1 OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|" "fold6"
"5" 4 0 572368 8504 4789 0 17876.0625 3925.1875 0 5 4.5 17 15.8125 3 2.90625 "AND NOT password_length>6 OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|OR NOT device_has_antivirus=false AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR  device_OS=>Windows8.1 OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|" "fold6"
"6" 5 0 718497 8504 4789 0 15872.65625 4067.9375 0 5 4.625 17 16 4 3.21875 "AND NOT password_length>6 OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|OR NOT device_has_antivirus=false AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR  device_OS=>Windows8.1 OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|" "fold6"
"7" 6 0 833960 8504 4789 0 14690.75 4158.40625 0 5 4.625 17 15.75 5 3.8125 "AND NOT password_length>6 OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|OR NOT device_has_antivirus=false AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR  device_OS=>Windows8.1 OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|" "fold6"
"8" 7 0 920434 8504 4789 0 13172.28125 4359.8125 0 5 4.90625 17 16.9375 6 4.03125 "AND NOT password_length>6 OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|OR NOT device_has_antivirus=false AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR  device_OS=>Windows8.1 OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|" "fold6"
"9" 8 0 1023426 8504 4789 0 12429.5 4429.4375 0 5 5 17 17 7 4.1875 "AND NOT password_length>6 OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|OR NOT device_has_antivirus=false AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR  device_OS=>Windows8.1 OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|" "fold6"
"10" 9 0 1120430 8504 4789 0 11280.9375 4524.15625 0 5 5 17 16.8125 8 3.90625 "AND NOT password_length>6 OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS OR  device_has_antivirus=false THEN=GRANTED|OR NOT device_has_antivirus=false AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR  device_OS=>Windows8.1 OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|OR NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  device_has_antivirus=false THEN=GRANTED|" "fold6"
