"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 327596 0.03988242 192 0 0.03538248 180.75 0 10 10 10 10 1 1 "OR  device_has_password=false AND NOT device_screen_timeout<=1288 OR NOT wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND NOT device_type=>Samsung Galaxy S3 AND NOT wifiConnected=false AND  password_length>=5 OR  device_has_password=false AND  wifiEnabled=false AND NOT device_type=>Samsung Galaxy S4 GT-I9506 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS THEN=" "fold5"
"2" 1 0 465270 0.03988242 192 0 0.03752202 193.40625 0 10 10 10 10 2 1.75 "OR  device_has_password=false AND NOT device_screen_timeout<=1288 OR NOT wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND NOT device_type=>Samsung Galaxy S3 AND NOT wifiConnected=false AND  password_length>=5 OR  device_has_password=false AND  wifiEnabled=false AND NOT device_type=>Samsung Galaxy S4 GT-I9506 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS THEN=" "fold5"
"3" 2 0 580821 0.03988242 192 0 0.03770444 194.15625 0 10 10 10 10 3 2.4375 "OR  device_has_password=false AND NOT device_screen_timeout<=1288 OR NOT wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND NOT device_type=>Samsung Galaxy S3 AND NOT wifiConnected=false AND  password_length>=5 OR  device_has_password=false AND  wifiEnabled=false AND NOT device_type=>Samsung Galaxy S4 GT-I9506 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS THEN=" "fold5"
"4" 3 0 702919 0.03988242 192 0 0.03782692 194.46875 0 10 10 10 10 4 3.34375 "OR  device_has_password=false AND NOT device_screen_timeout<=1288 OR NOT wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND NOT device_type=>Samsung Galaxy S3 AND NOT wifiConnected=false AND  password_length>=5 OR  device_has_password=false AND  wifiEnabled=false AND NOT device_type=>Samsung Galaxy S4 GT-I9506 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS THEN=" "fold5"
"5" 4 0 829708 0.03988242 192 0 0.03792139 194.5 0 10 10 10 10 5 4 "OR  device_has_password=false AND NOT device_screen_timeout<=1288 OR NOT wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND NOT device_type=>Samsung Galaxy S3 AND NOT wifiConnected=false AND  password_length>=5 OR  device_has_password=false AND  wifiEnabled=false AND NOT device_type=>Samsung Galaxy S4 GT-I9506 OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS THEN=" "fold5"
"6" 5 0 945052 0.03996581 201 0 0.03813769 195.71875 0 10 10 10 10 1 4.0625 "OR  device_has_antivirus=false OR  asset_confidential_level=>PUBLIC OR  password_length<6 AND  bluetoothConnected=true AND  wifiConnected=false OR NOT password_length>=5 AND  device_has_password=false AND  wifiEnabled=false OR NOT device_type=>Samsung Galaxy S4 GT-I9506 AND  wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS THEN=" "fold5"
"7" 6 0 1076040 0.03996581 201 0 0.03813769 195.71875 0 10 10 10 10 2 5.0625 "OR  device_has_antivirus=false OR  asset_confidential_level=>PUBLIC OR  password_length<6 AND  bluetoothConnected=true AND  wifiConnected=false OR NOT password_length>=5 AND  device_has_password=false AND  wifiEnabled=false OR NOT device_type=>Samsung Galaxy S4 GT-I9506 AND  wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS THEN=" "fold5"
"8" 7 0 1209581 0.03996581 201 0 0.03827581 196.1875 0 10 10 10 10 3 5.40625 "OR  device_has_antivirus=false OR  asset_confidential_level=>PUBLIC OR  password_length<6 AND  bluetoothConnected=true AND  wifiConnected=false OR NOT password_length>=5 AND  device_has_password=false AND  wifiEnabled=false OR NOT device_type=>Samsung Galaxy S4 GT-I9506 AND  wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS THEN=" "fold5"
"9" 8 0 1341705 0.03996581 201 0 0.03831229 196.15625 0 10 10 10 10 4 5.90625 "OR  device_has_antivirus=false OR  asset_confidential_level=>PUBLIC OR  password_length<6 AND  bluetoothConnected=true AND  wifiConnected=false OR NOT password_length>=5 AND  device_has_password=false AND  wifiEnabled=false OR NOT device_type=>Samsung Galaxy S4 GT-I9506 AND  wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS THEN=" "fold5"
"10" 9 0 1471702 0.04144602 195 0 0.03855596 196.84375 0 10 10 10 10 1 6.46875 "AND  device_has_antivirus=false OR NOT asset_confidential_level=>PUBLIC OR NOT event_level=>SIMPLE_EVENT OR NOT bluetoothConnected=true AND NOT bluetoothConnected=true OR NOT event_type=>CONTEXT_SENSOR_DEVICE_PROTECTION OR NOT wifiConnected=false AND NOT mail_has_attachment=true OR  user_role=>Consultancy AND  asset_confidential_level=>CONFIDENTIAL THEN=" "fold5"
