"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 266034 47967 0 0 58572.8125 98.46875 0 10 10 10 10 1 1 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"2" 1 0 372198 47967 0 0 54946.28125 61.90625 0 10 10 10 10 2 1.6875 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"3" 2 0 476826 47967 0 0 52566.375 37.8125 0 10 10 10 10 3 2.4375 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"4" 3 0 579499 47967 0 0 50957.15625 22.3125 0 10 10 10 10 4 3.09375 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"5" 4 0 675179 47967 0 0 50402.6875 25.03125 0 10 10 10 10 5 3.71875 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"6" 5 0 776006 47967 0 0 49323.34375 14.59375 0 10 10 10 10 6 4.0625 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"7" 6 0 876594 47967 0 0 48766.59375 5.125 0 10 10 10 10 7 4.8125 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"8" 7 0 977632 47967 0 0 48471.5 2.75 0 10 10 10 10 8 5.53125 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"9" 8 0 1075463 47967 0 0 48375.6875 0.96875 0 10 10 10 10 9 6.09375 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"10" 9 0 1167061 47967 0 0 48242.75 0.5625 0 10 10 10 10 10 6.78125 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"11" 10 0 1280341 47967 0 0 48075.78125 0.21875 0 10 10 10 10 11 6.65625 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"12" 11 0 1379796 47967 0 0 48047.875 0.125 0 10 10 10 10 12 7.625 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"13" 12 0 1489169 47967 0 0 47995.71875 0.0625 0 10 10 10 10 13 7.75 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"14" 13 0 1605113 47967 0 0 47973.53125 0.0625 0 10 10 10 10 14 8.09375 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"15" 14 0 1713593 47967 0 0 47969.03125 0.0625 0 10 10 10 10 15 7.90625 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"16" 15 0 1826390 47967 0 0 47967.59375 0.0625 0 10 10 10 10 16 8.34375 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"17" 16 0 1927681 47967 0 0 47967.1875 0.0625 0 10 10 10 10 17 8.4375 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"18" 17 0 2032682 47967 0 0 47967.1875 0.0625 0 10 10 10 10 18 9.4375 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
"19" 18 0 2136714 47967 0 0 47967 0.03125 0 10 10 10 10 19 9.375 "AND NOT device_type=>BQ Aquaris E5HD AND NOT user_role=>Employee OR NOT device_owned_by=>USER OR NOT device_has_accessibility=true AND  device_screen_timeout<=669 AND  device_owned_by=>USER AND  user_role=>Consultancy AND  wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_accessibility=false AND  wifiEnabled=true THEN=" "fold8"
