"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 277404 47966 0 0 58086.90625 101 0 10 10 10 10 1 1 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"2" 1 0 383957 47966 0 0 54921.03125 66.84375 0 10 10 10 10 2 1.75 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"3" 2 0 491596 47966 0 0 52182.65625 41.21875 0 10 10 10 10 3 2.25 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"4" 3 0 593009 47966 0 0 51270.8125 31.375 0 10 10 10 10 4 3 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"5" 4 0 711479 47966 0 0 49478.65625 13.9375 0 10 10 10 10 5 3.5 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"6" 5 0 817496 47966 0 0 48953.4375 10.96875 0 10 10 10 10 6 4.125 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"7" 6 0 928095 47966 0 0 48535.625 4.71875 0 10 10 10 10 7 4.71875 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"8" 7 0 1030559 47966 0 0 48292.5 1.90625 0 10 10 10 10 8 5.1875 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"9" 8 0 1152020 47966 0 0 48100.375 0.78125 0 10 10 10 10 9 5.75 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"10" 9 0 1260626 47966 0 0 48014.53125 0.375 0 10 10 10 10 10 5.84375 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"11" 10 0 1384263 47966 0 0 47983.65625 0 0 10 10 10 10 11 6.09375 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"12" 11 0 1496204 47966 0 0 47971.5 0 0 10 10 10 10 12 6.34375 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"13" 12 0 1612999 47966 0 0 47967.21875 0 0 10 10 10 10 13 6.9375 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"14" 13 0 1712051 47966 0 0 47966.6875 0 0 10 10 10 10 14 7.78125 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"15" 14 0 1841613 47966 0 0 47966.09375 0 0 10 10 10 10 15 8.4375 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"16" 15 0 1959492 47966 0 0 47966.0625 0 0 10 10 10 10 16 9.375 "OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false AND  device_type=>LG-P760 OR  device_has_antivirus=true AND  mail_has_attachment=false OR NOT wifiConnected=false AND  device_screen_timeout<=1564 AND NOT device_has_password=true OR NOT mail_has_attachment=false AND  wifiEncryption=>WPA2-PSK-CCMP+TKIPESS THEN=" "fold1"
"17" 16 0 2064018 47959 2 0 47965.8125 0.0625 0 10 10 10 10 1 10.25 "OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false OR  device_type=>LG-P760 OR NOT device_has_antivirus=true AND NOT mail_has_attachment=false OR  device_has_password=false AND  device_OS=>Windows8.1 AND  device_has_antivirus=true AND  device_screen_timeout<=1722 AND  device_is_rooted=false THEN=" "fold1"
"18" 17 0 2183375 47959 2 0 47965.78125 0.0625 0 10 10 10 10 2 10.78125 "OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS AND  device_has_accessibility=false OR  device_type=>LG-P760 OR NOT device_has_antivirus=true AND NOT mail_has_attachment=false OR  device_has_password=false AND  device_OS=>Windows8.1 AND  device_has_antivirus=true AND  device_screen_timeout<=1722 AND  device_is_rooted=false THEN=" "fold1"
