"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"33" 32 0 3021321 "17249.00000000" "4636.00000000" ".00000000" "18352.00000000" "4626.50000000" ".00000000" 4 "4.12500000" 11 "12.87500000" 13 "12.15625000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"34" 33 0 3114381 "17249.00000000" "4636.00000000" ".00000000" "18331.62500000" "4623.50000000" ".00000000" 4 "4.09375000" 11 "12.81250000" 14 "12.03125000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"35" 34 0 3208340 "17249.00000000" "4636.00000000" ".00000000" "18321.78125000" "4624.53125000" ".00000000" 4 "4.09375000" 11 "12.81250000" 15 "13.00000000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"36" 35 0 3308838 "17249.00000000" "4636.00000000" ".00000000" "18286.62500000" "4635.93750000" ".00000000" 4 "4.09375000" 11 "12.93750000" 16 "13.68750000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"37" 36 0 3391217 "17249.00000000" "4636.00000000" ".00000000" "18270.18750000" "4645.43750000" ".00000000" 4 "4.09375000" 11 "13.06250000" 17 "14.46875000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"38" 37 0 3459491 "17249.00000000" "4636.00000000" ".00000000" "18268.68750000" "4646.25000000" ".00000000" 4 "4.09375000" 11 "13.06250000" 18 "15.37500000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"39" 38 0 3540216 "17249.00000000" "4636.00000000" ".00000000" "18263.40625000" "4641.34375000" ".00000000" 4 "4.06250000" 11 "13.00000000" 19 "15.87500000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"40" 39 0 3640402 "17249.00000000" "4636.00000000" ".00000000" "18223.50000000" "4642.28125000" ".00000000" 4 "4.06250000" 11 "12.93750000" 20 "16.15625000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"41" 40 0 3700568 "17249.00000000" "4636.00000000" ".00000000" "18175.59375000" "4638.21875000" ".00000000" 4 "4.03125000" 11 "12.81250000" 21 "15.90625000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"42" 41 0 3781191 "17249.00000000" "4636.00000000" ".00000000" "18145.50000000" "4638.18750000" ".00000000" 4 "4.03125000" 11 "12.75000000" 22 "16.43750000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"43" 42 0 3894269 "17249.00000000" "4636.00000000" ".00000000" "18145.50000000" "4638.18750000" ".00000000" 4 "4.03125000" 11 "12.75000000" 23 "17.43750000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"44" 43 0 3987838 "17249.00000000" "4636.00000000" ".00000000" "18145.50000000" "4638.18750000" ".00000000" 4 "4.03125000" 11 "12.75000000" 24 "18.43750000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"45" 44 0 4072695 "17249.00000000" "4636.00000000" ".00000000" "18145.50000000" "4638.18750000" ".00000000" 4 "4.03125000" 11 "12.75000000" 25 "19.43750000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"46" 45 0 4148036 "17249.00000000" "4636.00000000" ".00000000" "18139.68750000" "4635.09375000" ".00000000" 4 "4.03125000" 11 "12.68750000" 26 "20.18750000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
"47" 46 0 4237213 "17249.00000000" "4636.00000000" ".00000000" "18139.68750000" "4635.09375000" ".00000000" 4 "4.03125000" 11 "12.68750000" 27 "21.18750000" "OR NOT password_length>6 OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  user_role=>Security AND  mail_has_attachment=false THEN=GRANTED|OR  device_has_antivirus=true OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|OR NOT wifiConnected=false AND  mail_has_attachment=false THEN=GRANTED|" "fold5"
