"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"11" 10 0 1207505 "18509.00000000" "4769.00000000" ".00000000" "20723.59375000" "4496.78125000" ".00000000" 5 "4.50000000" 15 "14.87500000" 5 "4.56250000" "AND NOT mail_has_attachment=false OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=false OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_OS=>Windows7 Professional AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|" "fold8"
"12" 11 0 1285675 "18509.00000000" "4769.00000000" ".00000000" "20631.15625000" "4493.43750000" ".00000000" 5 "4.53125000" 15 "14.68750000" 6 "5.21875000" "AND NOT mail_has_attachment=false OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=false OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_OS=>Windows7 Professional AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|" "fold8"
"13" 12 0 1395282 "18509.00000000" "4769.00000000" ".00000000" "20507.31250000" "4495.06250000" ".00000000" 5 "4.53125000" 15 "14.75000000" 7 "5.65625000" "AND NOT mail_has_attachment=false OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=false OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_OS=>Windows7 Professional AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|" "fold8"
"14" 13 0 1546388 "18509.00000000" "4769.00000000" ".00000000" "20368.68750000" "4482.03125000" ".00000000" 5 "4.50000000" 15 "14.37500000" 8 "6.28125000" "AND NOT mail_has_attachment=false OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=false OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_OS=>Windows7 Professional AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|" "fold8"
"15" 14 0 1665254 "18509.00000000" "4769.00000000" ".00000000" "20255.03125000" "4509.09375000" ".00000000" 5 "4.56250000" 15 "14.50000000" 9 "6.81250000" "AND NOT mail_has_attachment=false OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=false OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_OS=>Windows7 Professional AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|" "fold8"
"16" 15 0 1747757 "18509.00000000" "4769.00000000" ".00000000" "20164.62500000" "4511.71875000" ".00000000" 5 "4.56250000" 15 "14.37500000" 10 "7.46875000" "AND NOT mail_has_attachment=false OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=false OR  device_has_password=true AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|AND NOT device_OS=>Windows7 Professional AND NOT device_OS=>Windows8.1 AND NOT password_length<5 THEN=GRANTED|" "fold8"
"17" 16 0 1864215 "18480.00000000" "4772.00000000" ".00000000" "19991.06250000" "4513.12500000" ".00000000" 5 "4.50000000" 15 "14.12500000" 1 "8.06250000" "OR NOT device_has_accessibility=true AND NOT user_role=>Administration OR NOT bluetoothConnected=true THEN=GRANTED|OR  device_has_password=false OR  device_has_password=false AND NOT user_role=>Administration OR NOT bluetoothConnected=true THEN=GRANTED|OR  device_has_password=false AND NOT user_role=>Administration OR NOT bluetoothConnected=true THEN=GRANTED|OR  wifiConnected=false AND  user_role=>Consultancy OR NOT bluetoothConnected=true THEN=GRANTED|AND  user_role=>Consultancy OR NOT bluetoothConnected=true THEN=GRANTED|" "fold8"
"18" 17 0 1951377 "18480.00000000" "4772.00000000" ".00000000" "19991.06250000" "4513.12500000" ".00000000" 5 "4.50000000" 15 "14.12500000" 2 "9.06250000" "OR NOT device_has_accessibility=true AND NOT user_role=>Administration OR NOT bluetoothConnected=true THEN=GRANTED|OR  device_has_password=false OR  device_has_password=false AND NOT user_role=>Administration OR NOT bluetoothConnected=true THEN=GRANTED|OR  device_has_password=false AND NOT user_role=>Administration OR NOT bluetoothConnected=true THEN=GRANTED|OR  wifiConnected=false AND  user_role=>Consultancy OR NOT bluetoothConnected=true THEN=GRANTED|AND  user_role=>Consultancy OR NOT bluetoothConnected=true THEN=GRANTED|" "fold8"
"19" 18 0 2090569 "18480.00000000" "4772.00000000" ".00000000" "19771.06250000" "4536.37500000" ".00000000" 5 "4.56250000" 15 "14.00000000" 3 "9.09375000" "OR NOT device_has_accessibility=true AND NOT user_role=>Administration OR NOT bluetoothConnected=true THEN=GRANTED|OR  device_has_password=false OR  device_has_password=false AND NOT user_role=>Administration OR NOT bluetoothConnected=true THEN=GRANTED|OR  device_has_password=false AND NOT user_role=>Administration OR NOT bluetoothConnected=true THEN=GRANTED|OR  wifiConnected=false AND  user_role=>Consultancy OR NOT bluetoothConnected=true THEN=GRANTED|AND  user_role=>Consultancy OR NOT bluetoothConnected=true THEN=GRANTED|" "fold8"
"20" 19 0 2216539 "18307.00000000" "4617.00000000" ".00000000" "19546.59375000" "4565.00000000" ".00000000" 4 "4.62500000" 13 "14.06250000" 1 "8.68750000" "OR NOT device_has_accessibility=true OR NOT user_role=>Administration AND NOT bluetoothConnected=true THEN=GRANTED|AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT user_role=>Administration AND NOT bluetoothConnected=true THEN=GRANTED|OR  user_role=>Consultancy AND NOT bluetoothConnected=true THEN=GRANTED|OR NOT device_has_password=false OR  user_role=>Consultancy AND NOT bluetoothConnected=true THEN=GRANTED|" "fold8"
"21" 20 0 2334823 "17229.00000000" "4617.00000000" ".00000000" "19310.43750000" "4578.93750000" ".00000000" 4 "4.59375000" 11 "13.87500000" 1 "8.46875000" "AND NOT mail_has_attachment=true OR NOT asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|OR NOT asset_confidential_level=>CONFIDENTIAL AND NOT password_length<5 THEN=GRANTED|AND  device_has_password=true AND NOT password_length<5 THEN=GRANTED|OR  wifiConnected=false AND  device_has_password=true AND NOT password_length<5 THEN=GRANTED|" "fold8"
"22" 21 0 2425125 "17210.00000000" "4618.00000000" ".00000000" "19073.84375000" "4564.78125000" ".00000000" 4 "4.50000000" 11 "13.25000000" 1 "7.75000000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"23" 22 0 2547499 "17210.00000000" "4618.00000000" ".00000000" "18929.00000000" "4564.59375000" ".00000000" 4 "4.50000000" 11 "13.00000000" 2 "7.71875000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"24" 23 0 2632412 "17210.00000000" "4618.00000000" ".00000000" "18786.56250000" "4565.31250000" ".00000000" 4 "4.46875000" 11 "12.75000000" 3 "7.62500000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"25" 24 0 2707383 "17210.00000000" "4618.00000000" ".00000000" "18747.46875000" "4578.65625000" ".00000000" 4 "4.46875000" 11 "12.87500000" 4 "8.40625000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"26" 25 0 2812347 "17210.00000000" "4618.00000000" ".00000000" "18739.31250000" "4569.87500000" ".00000000" 4 "4.43750000" 11 "12.75000000" 5 "8.75000000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"27" 26 0 2893291 "17210.00000000" "4618.00000000" ".00000000" "18662.15625000" "4573.53125000" ".00000000" 4 "4.46875000" 11 "12.62500000" 6 "8.50000000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"28" 27 0 2989123 "17210.00000000" "4618.00000000" ".00000000" "18571.81250000" "4585.00000000" ".00000000" 4 "4.46875000" 11 "12.62500000" 7 "8.31250000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"29" 28 0 3092456 "17210.00000000" "4618.00000000" ".00000000" "18501.37500000" "4587.65625000" ".00000000" 4 "4.56250000" 11 "12.43750000" 8 "8.75000000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"30" 29 0 3187354 "17210.00000000" "4618.00000000" ".00000000" "18424.09375000" "4594.62500000" ".00000000" 4 "4.56250000" 11 "12.37500000" 9 "9.28125000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"31" 30 0 3258100 "17210.00000000" "4618.00000000" ".00000000" "18387.78125000" "4602.62500000" ".00000000" 4 "4.62500000" 11 "12.37500000" 10 "9.71875000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"32" 31 0 3344637 "17210.00000000" "4618.00000000" ".00000000" "18338.12500000" "4614.62500000" ".00000000" 4 "4.65625000" 11 "12.43750000" 11 "9.81250000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"33" 32 0 3453635 "17210.00000000" "4618.00000000" ".00000000" "18338.12500000" "4614.62500000" ".00000000" 4 "4.65625000" 11 "12.43750000" 12 "10.81250000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"34" 33 0 3557658 "17210.00000000" "4618.00000000" ".00000000" "18268.37500000" "4613.37500000" ".00000000" 4 "4.62500000" 11 "12.31250000" 13 "10.81250000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"35" 34 0 3632707 "17210.00000000" "4618.00000000" ".00000000" "18220.93750000" "4615.28125000" ".00000000" 4 "4.62500000" 11 "12.25000000" 14 "11.06250000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"36" 35 0 3721004 "17210.00000000" "4618.00000000" ".00000000" "18198.62500000" "4630.34375000" ".00000000" 4 "4.65625000" 11 "12.43750000" 15 "11.56250000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"37" 36 0 3816293 "17210.00000000" "4618.00000000" ".00000000" "18198.62500000" "4630.34375000" ".00000000" 4 "4.65625000" 11 "12.43750000" 16 "12.56250000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"38" 37 0 3925895 "17210.00000000" "4618.00000000" ".00000000" "18122.71875000" "4634.15625000" ".00000000" 4 "4.62500000" 11 "12.37500000" 17 "13.00000000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"39" 38 0 4026566 "17210.00000000" "4618.00000000" ".00000000" "17990.25000000" "4658.28125000" ".00000000" 4 "4.62500000" 11 "12.50000000" 18 "12.87500000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"40" 39 0 4134084 "17210.00000000" "4618.00000000" ".00000000" "17950.81250000" "4672.15625000" ".00000000" 4 "4.65625000" 11 "12.62500000" 19 "13.21875000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"41" 40 0 4233072 "17210.00000000" "4618.00000000" ".00000000" "17819.78125000" "4686.71875000" ".00000000" 4 "4.62500000" 11 "12.62500000" 20 "12.62500000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"42" 41 0 4357628 "17210.00000000" "4618.00000000" ".00000000" "17753.56250000" "4679.62500000" ".00000000" 4 "4.62500000" 11 "12.37500000" 21 "11.43750000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"43" 42 0 4426105 "17210.00000000" "4618.00000000" ".00000000" "17753.56250000" "4679.62500000" ".00000000" 4 "4.62500000" 11 "12.37500000" 22 "12.43750000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
"44" 43 0 4527948 "17210.00000000" "4618.00000000" ".00000000" "17625.93750000" "4672.84375000" ".00000000" 4 "4.56250000" 11 "12.06250000" 23 "10.25000000" "OR  mail_has_attachment=true AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT password_length<5 THEN=GRANTED|AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|AND  wifiConnected=false AND NOT device_has_password=true OR NOT password_length<5 THEN=GRANTED|" "fold8"
