"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"11" 10 0 1084716 25307 4315 0 28823.09375 4445.25 0 4 4.40625 9 13 3 4.46875 "OR  mail_has_attachment=false AND NOT password_length>7 THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"12" 11 0 1219612 25307 4315 0 28679.5625 4445.84375 0 4 4.375 9 12.9375 4 5.34375 "OR  mail_has_attachment=false AND NOT password_length>7 THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"13" 12 0 1293009 25307 4315 0 28373.625 4453.96875 0 4 4.34375 9 12.75 5 5.53125 "OR  mail_has_attachment=false AND NOT password_length>7 THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"14" 13 0 1356580 25307 4315 0 28106.53125 4451.09375 0 4 4.375 9 12.4375 6 5.875 "OR  mail_has_attachment=false AND NOT password_length>7 THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"15" 14 0 1401052 25307 4315 0 27376.40625 4496.5 0 4 4.34375 9 12.125 7 5.65625 "OR  mail_has_attachment=false AND NOT password_length>7 THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"16" 15 0 1484728 25307 4315 0 27198 4495.25 0 4 4.40625 9 11.875 8 6.21875 "OR  mail_has_attachment=false AND NOT password_length>7 THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"17" 16 0 1554412 25307 4315 0 27090.21875 4485.125 0 4 4.40625 9 11.6875 9 6.9375 "OR  mail_has_attachment=false AND NOT password_length>7 THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"18" 17 0 1631043 25307 4315 0 26702.15625 4471.9375 0 4 4.3125 9 11.3125 10 6.0625 "OR  mail_has_attachment=false AND NOT password_length>7 THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"19" 18 0 1688265 25307 4315 0 26534.71875 4462.25 0 4 4.25 9 11.125 11 6.03125 "OR  mail_has_attachment=false AND NOT password_length>7 THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"20" 19 0 1755111 24789 4631 0 26368.5 4481.78125 0 4 4.25 11 11.125 1 6.84375 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|OR  device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|OR  device_has_password=true AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|" "fold6"
"21" 20 0 1820082 24789 4631 0 26312.03125 4492.40625 0 4 4.28125 11 11.125 2 7.75 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|OR  device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|OR  device_has_password=true AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|" "fold6"
"22" 21 0 1884857 24789 4631 0 26210.6875 4501.375 0 4 4.25 11 11.125 3 7.65625 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|OR  device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|OR  device_has_password=true AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|" "fold6"
"23" 22 0 1964154 24789 4631 0 26210.6875 4501.375 0 4 4.25 11 11.125 4 8.65625 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|OR  device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|OR  device_has_password=true AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|" "fold6"
"24" 23 0 2023418 24789 4631 0 26156.625 4535.6875 0 4 4.28125 11 11.3125 5 8.5 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|OR  device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|OR  device_has_password=true AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|" "fold6"
"25" 24 0 2134000 24789 4631 0 26132.15625 4550.03125 0 4 4.3125 11 11.375 6 9.1875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|OR  device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR NOT password_length>7 THEN=GRANTED|AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|OR  device_has_password=true AND NOT password_length<=5 OR NOT password_length>7 THEN=GRANTED|" "fold6"
"26" 25 0 2186205 24756 4639 0 25859.46875 4515.15625 0 4 4.3125 11 10.8125 1 8.25 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"27" 26 0 2269161 24756 4639 0 25805.0625 4514.25 0 4 4.3125 11 10.75 2 9.15625 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"28" 27 0 2317671 24756 4639 0 25613.4375 4483.28125 0 4 4.3125 11 10.3125 3 8.9375 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"29" 28 0 2380808 24756 4639 0 25570.28125 4473.46875 0 4 4.3125 11 10.1875 4 9.40625 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"30" 29 0 2443324 24756 4639 0 25432.34375 4444.09375 0 4 4.25 11 9.875 5 9.46875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"31" 30 0 2504597 24756 4639 0 25356.875 4429.8125 0 4 4.1875 11 9.75 6 9.1875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"32" 31 0 2563650 24756 4639 0 25292.53125 4430.15625 0 4 4.125 11 9.75 7 8.75 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"33" 32 0 2631087 24756 4639 0 25257.75 4399.5625 0 4 4.03125 11 9.5625 8 9.09375 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"34" 33 0 2685775 24756 4639 0 25218.46875 4399.84375 0 4 4 11 9.5625 9 9.21875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"35" 34 0 2755897 24756 4639 0 25185.46875 4410.5625 0 4 4 11 9.625 10 9.03125 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"36" 35 0 2810397 24756 4639 0 25166.625 4420.375 0 4 4 11 9.6875 11 9.5 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"37" 36 0 2869024 24756 4639 0 25148.09375 4430.1875 0 4 4 11 9.75 12 10.25 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"38" 37 0 2941929 24756 4639 0 25148.09375 4430.1875 0 4 4 11 9.75 13 11.25 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"39" 38 0 3011468 24756 4639 0 25147.6875 4430.125 0 4 4 11 9.75 14 11.90625 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"40" 39 0 3073745 24756 4639 0 25129.5625 4440 0 4 4 11 9.8125 15 12.875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"41" 40 0 3149629 24756 4639 0 25101.78125 4458.71875 0 4 4 11 9.9375 16 12.46875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"42" 41 0 3207067 24756 4639 0 25085.15625 4468.59375 0 4 4 11 10 17 12.71875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"43" 42 0 3274913 24756 4639 0 25036.53125 4498.09375 0 4 4 11 10.1875 18 13.125 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"44" 43 0 3349151 24756 4639 0 25019.9375 4507.90625 0 4 4 11 10.25 19 13.4375 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"45" 44 0 3403054 24756 4639 0 25010.75 4517.28125 0 4 4 11 10.3125 20 14 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"46" 45 0 3473743 24756 4639 0 24994.5625 4527.15625 0 4 4 11 10.375 21 14.5 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"47" 46 0 3533873 24756 4639 0 24978.375 4537.03125 0 4 4 11 10.4375 22 14.96875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"48" 47 0 3614895 24756 4639 0 24953.21875 4555.5 0 4 4 11 10.5625 23 14.65625 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"49" 48 0 3710872 24756 4639 0 24953.21875 4555.5 0 4 4 11 10.5625 24 15.65625 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"50" 49 0 3788958 24756 4639 0 24922.625 4575 0 4 4 11 10.6875 25 15.15625 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"51" 50 0 3853674 24756 4639 0 24878.625 4604.40625 0 4 4 11 10.875 26 13.09375 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"52" 51 0 3927554 24756 4639 0 24863.375 4614.0625 0 4 4 11 10.9375 27 12.75 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"53" 52 0 4005926 24756 4639 0 24849.6875 4623.78125 0 4 4 11 11 28 13.46875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
"54" 53 0 4056850 24756 4639 0 24833.65625 4625.65625 0 4 4 11 11 29 11.6875 "AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|AND NOT device_is_rooted=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS AND NOT password_length>7 THEN=GRANTED|OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|OR NOT device_has_password=true OR NOT password_length<=5 AND NOT password_length>7 THEN=GRANTED|" "fold6"
