"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"22" 21 0 3107206 "7709,00000000" "4889,00000000" ",00000000" "8708,62500000" "4769,53125000" ",00000000" 6 "5,34375000" 23 "18,25000000" 7 "7,84375000" "AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_owned_by=>COMPANY AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_OS=>Android4.4 OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT bluetoothConnected=false OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
"23" 22 0 3262863 "7709,00000000" "4889,00000000" ",00000000" "8637,43750000" "4777,78125000" ",00000000" 6 "5,31250000" 23 "18,31250000" 8 "8,37500000" "AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_owned_by=>COMPANY AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_OS=>Android4.4 OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT bluetoothConnected=false OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
"24" 23 0 3421055 "7709,00000000" "4889,00000000" ",00000000" "8600,65625000" "4785,31250000" ",00000000" 6 "5,34375000" 23 "18,75000000" 9 "8,34375000" "AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_owned_by=>COMPANY AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_OS=>Android4.4 OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT bluetoothConnected=false OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
"25" 24 0 3646773 "7709,00000000" "4889,00000000" ",00000000" "8438,68750000" "4800,93750000" ",00000000" 6 "5,40625000" 23 "19,50000000" 10 "7,90625000" "AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_owned_by=>COMPANY AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_OS=>Android4.4 OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT bluetoothConnected=false OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
"26" 25 0 3954869 "7709,00000000" "4889,00000000" ",00000000" "8438,68750000" "4800,93750000" ",00000000" 6 "5,40625000" 23 "19,50000000" 11 "8,90625000" "AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_owned_by=>COMPANY AND NOT wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_OS=>Android4.4 OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT bluetoothConnected=false OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
"27" 26 0 4129473 "7440,00000000" "4920,00000000" ",00000000" "8337,68750000" "4812,31250000" ",00000000" 7 "5,50000000" 25 "19,81250000" 1 "8,90625000" "AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  wifiEnabled=false AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_OS=>Android4.4 AND  wifiEnabled=false AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT device_OS=>Android4.4 OR  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT bluetoothConnected=false OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
"28" 27 0 4359412 "7440,00000000" "4920,00000000" ",00000000" "8276,43750000" "4820,09375000" ",00000000" 7 "5,56250000" 25 "20,31250000" 2 "8,75000000" "AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  wifiEnabled=false AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_OS=>Android4.4 AND  wifiEnabled=false AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT device_OS=>Android4.4 OR  wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT bluetoothConnected=false OR  device_has_antivirus=false AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL AND NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
"29" 28 0 4677840 "7381,00000000" "4931,00000000" ",00000000" "8210,81250000" "4828,56250000" ",00000000" 8 "5,65625000" 27 "20,87500000" 1 "8,25000000" "OR  device_is_rooted=false OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_has_antivirus=false OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_type=>OnePlus One OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiEnabled=true AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT device_OS=>Android4.4 AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|" "fold6"
"30" 29 0 4867037 "7381,00000000" "4931,00000000" ",00000000" "8115,28125000" "4841,06250000" ",00000000" 8 "5,87500000" 27 "21,81250000" 2 "7,59375000" "OR  device_is_rooted=false OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_has_antivirus=false OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_type=>OnePlus One OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiEnabled=true AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT device_OS=>Android4.4 AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|" "fold6"
"31" 30 0 5160909 "7381,00000000" "4931,00000000" ",00000000" "8011,28125000" "4854,87500000" ",00000000" 8 "6,06250000" 27 "22,87500000" 3 "6,90625000" "OR  device_is_rooted=false OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_has_antivirus=false OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_type=>OnePlus One OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiEnabled=true AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT device_OS=>Android4.4 AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|" "fold6"
"32" 31 0 5540426 "7381,00000000" "4931,00000000" ",00000000" "7944,25000000" "4864,34375000" ",00000000" 8 "6,18750000" 27 "23,62500000" 4 "6,65625000" "OR  device_is_rooted=false OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_has_antivirus=false OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_type=>OnePlus One OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiEnabled=true AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT device_OS=>Android4.4 AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|" "fold6"
"33" 32 0 5783097 "7381,00000000" "4931,00000000" ",00000000" "7913,03125000" "4869,15625000" ",00000000" 8 "6,34375000" 27 "24,31250000" 5 "7,25000000" "OR  device_is_rooted=false OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_has_antivirus=false OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_type=>OnePlus One OR NOT device_has_password=true OR NOT device_has_password=false AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiEnabled=true AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|OR NOT device_OS=>Android4.4 AND  wifiEnabled=false OR NOT wifiConnected=true AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  bluetoothConnected=false THEN=GRANTED|" "fold6"
"34" 33 0 6050370 "7332,00000000" "4935,00000000" ",00000000" "7873,34375000" "4873,75000000" ",00000000" 7 "6,40625000" 25 "24,43750000" 1 "7,93750000" "AND NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false OR  device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_is_rooted=false AND NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT wifiEnabled=true AND  device_is_rooted=false AND NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY OR NOT wifiEnabled=true AND  device_is_rooted=false AND NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
"35" 34 0 6287345 "7332,00000000" "4935,00000000" ",00000000" "7809,59375000" "4881,46875000" ",00000000" 7 "6,59375000" 25 "25,68750000" 2 "6,87500000" "AND NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT device_OS=>Android4.4 OR  wifiEnabled=false AND NOT wifiEncryption=>WPA-PSK-CCMPESS OR  device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false OR  device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_is_rooted=false AND NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT wifiEnabled=true AND  device_is_rooted=false AND NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY OR NOT wifiEnabled=true AND  device_is_rooted=false AND NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT asset_confidential_level=>CONFIDENTIAL OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
"36" 35 0 6572178 "7277,00000000" "4943,00000000" ",00000000" "7713,87500000" "4892,21875000" ",00000000" 10 "6,90625000" 41 "26,93750000" 1 "6,03125000" "AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_owned_by=>COMPANY OR  asset_confidential_level=>CONFIDENTIAL AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  device_is_rooted=false OR  device_owned_by=>COMPANY OR  asset_confidential_level=>CONFIDENTIAL AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  wifiEnabled=true OR  device_is_rooted=false OR  device_owned_by=>COMPANY OR  asset_confidential_level=>CONFIDENTIAL AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_owned_by=>COMPANY OR  wifiEnabled=true OR  device_is_rooted=false OR  device_owned_by=>COMPANY OR  asset_confidential_level=>CONFIDENTIAL AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  device_owned_by=>COMPANY OR  asset_confidential_level=>CONFIDENTIAL AND  wifiEnabled=true OR NOT wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  device_OS=>Android4.4 OR NOT wifiEnabled=false OR NOT wifiEncryption=>WPA-PSK-CCMPESS AND NOT device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  bluetoothConnected=false AND NOT device_has_antivirus=false OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  wifiEnabled=false OR  device_owned_by=>COMPANY OR NOT asset_confidential_level=>PUBLIC OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  device_OS=>Android4.4 OR  wifiEnabled=false OR  device_owned_by=>COMPANY OR NOT asset_confidential_level=>PUBLIC OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR NOT device_is_rooted=false AND  device_owned_by=>COMPANY OR  device_OS=>Android4.4 OR  wifiEnabled=false OR  device_owned_by=>COMPANY OR NOT asset_confidential_level=>PUBLIC OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|AND  device_owned_by=>COMPANY OR  device_OS=>Android4.4 OR  wifiEnabled=false OR  device_owned_by=>COMPANY OR NOT asset_confidential_level=>PUBLIC OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|OR  device_owned_by=>COMPANY OR NOT asset_confidential_level=>PUBLIC OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=STRONGDENY|OR  bluetoothConnected=false OR NOT asset_confidential_level=>PUBLIC OR NOT event_type=>CONTEXT_SENSOR_PERIPHERAL THEN=GRANTED|" "fold6"
