"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 297571 0.86773965 4609 0 0.58127958 3096.84375 0 4 4 15 15 1 1 "AND  wifiEnabled=true OR NOT event_type=>LOG_IN AND NOT device_screen_timeout<1763 THEN=GRANTED|OR  wifiEnabled=true OR NOT event_type=>LOG_IN AND NOT device_screen_timeout<1763 THEN=GRANTED|OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPESS AND  wifiEnabled=false AND NOT device_screen_timeout<1763 THEN=GRANTED|OR NOT device_OS=>Android5.1 AND  wifiEnabled=false AND NOT device_screen_timeout<1763 THEN=GRANTED|" "fold1"
"2" 1 0 413711 0.87013718 4623 0 0.6958425 3701.5 0 5 4.09375 17 15 1 1.6875 "OR  device_is_rooted=false AND NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS OR NOT device_type=>1222 THEN=GRANTED|AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS OR NOT device_type=>1222 THEN=GRANTED|OR  device_screen_timeout>=1723 AND NOT device_has_password=false OR NOT device_type=>1222 THEN=GRANTED|OR  device_OS=>Windows8.1 AND NOT device_has_password=false OR NOT device_type=>1222 THEN=GRANTED|OR  event_level=>SIMPLE_EVENT OR  device_OS=>Windows8.1 AND NOT device_has_password=false OR NOT device_type=>1222 THEN=STRONGDENY|" "fold1"
"3" 2 0 529627 0.87013718 4623 0 0.76929231 4089.65625 0 5 4.15625 17 14.875 2 2.125 "OR  device_is_rooted=false AND NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS OR NOT device_type=>1222 THEN=GRANTED|AND NOT asset_confidential_level=>CONFIDENTIAL AND NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS OR NOT device_type=>1222 THEN=GRANTED|OR  device_screen_timeout>=1723 AND NOT device_has_password=false OR NOT device_type=>1222 THEN=GRANTED|OR  device_OS=>Windows8.1 AND NOT device_has_password=false OR NOT device_type=>1222 THEN=GRANTED|OR  event_level=>SIMPLE_EVENT OR  device_OS=>Windows8.1 AND NOT device_has_password=false OR NOT device_type=>1222 THEN=STRONGDENY|" "fold1"
"4" 3 0 700650 0.87797607 4671 0 0.78682165 4185.5 0 5 4.21875 19 15.0625 1 2.78125 "AND  wifiEncryption=>WPA-PSK-TKIP+CCMPESS OR NOT device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND NOT device_type=>1222 THEN=GRANTED|OR NOT device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND NOT device_type=>1222 THEN=GRANTED|AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND NOT device_type=>1222 THEN=GRANTED|OR NOT device_screen_timeout>=1723 AND  device_has_password=false AND NOT device_type=>1222 THEN=GRANTED|OR  device_OS=>Android0 AND  device_has_password=false AND NOT device_type=>1222 THEN=GRANTED|AND  event_level=>SIMPLE_EVENT OR  device_OS=>Android0 AND  device_has_password=false AND NOT device_type=>1222 THEN=STRONGDENY|" "fold1"
"5" 4 0 842233 0.87797607 4671 0 0.80636805 4289.03125 0 5 4.1875 19 14.875 2 3.28125 "AND  wifiEncryption=>WPA-PSK-TKIP+CCMPESS OR NOT device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND NOT device_type=>1222 THEN=GRANTED|OR NOT device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND NOT device_type=>1222 THEN=GRANTED|AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND NOT device_type=>1222 THEN=GRANTED|OR NOT device_screen_timeout>=1723 AND  device_has_password=false AND NOT device_type=>1222 THEN=GRANTED|OR  device_OS=>Android0 AND  device_has_password=false AND NOT device_type=>1222 THEN=GRANTED|AND  event_level=>SIMPLE_EVENT OR  device_OS=>Android0 AND  device_has_password=false AND NOT device_type=>1222 THEN=STRONGDENY|" "fold1"
"6" 5 0 1016508 0.89327857 4736 0 0.83206464 4423.4375 0 5 4.28125 19 15.1875 1 3.40625 "AND  wifiEncryption=>WPA-PSK-TKIP+CCMPESS OR  device_is_rooted=false OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND NOT device_type=>1222 THEN=GRANTED|OR  device_is_rooted=false OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND NOT device_type=>1222 THEN=GRANTED|OR  asset_confidential_level=>CONFIDENTIAL OR  wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND NOT device_type=>1222 THEN=GRANTED|AND NOT device_screen_timeout>=1723 OR NOT device_has_password=false AND NOT device_type=>1222 THEN=GRANTED|AND  device_OS=>Android0 OR NOT device_has_password=false AND NOT device_type=>1222 THEN=GRANTED|AND  event_level=>SIMPLE_EVENT AND  device_OS=>Android0 OR NOT device_has_password=false AND NOT device_type=>1222 THEN=STRONGDENY|" "fold1"
"7" 6 0 1122633 0.90864362 4828 0 0.84337669 4484.5 0 6 4.375 21 15.4375 1 3.875 "OR  event_level=>SIMPLE_EVENT OR  wifiEncryption=>WPA-PSK-TKIP+CCMPESS AND  device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_type=>1222 THEN=GRANTED|OR  wifiEncryption=>WPA-PSK-TKIP+CCMPESS AND  device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_type=>1222 THEN=GRANTED|AND  device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_type=>1222 THEN=GRANTED|OR  asset_confidential_level=>CONFIDENTIAL OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_type=>1222 THEN=GRANTED|OR NOT device_screen_timeout>=1723 OR NOT device_has_password=false AND  device_type=>1222 THEN=GRANTED|AND NOT device_OS=>Android0 OR NOT device_has_password=false AND  device_type=>1222 THEN=GRANTED|AND  event_level=>SIMPLE_EVENT AND NOT device_OS=>Android0 OR NOT device_has_password=false AND  device_type=>1222 THEN=STRONGDENY|" "fold1"
"8" 7 0 1217401 0.91066589 4842 0 0.85367891 4539.90625 0 6 4.5625 21 16.3125 1 4.53125 "AND NOT wifiEncryption=>WPA-PSK-TKIP+CCMPESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|OR  wifiEncryption=>WPA-PSK-TKIP+CCMPESS AND  device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|AND  device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|OR NOT wifiConnected=false AND NOT device_has_antivirus=false OR NOT device_type=>LG-P760 THEN=GRANTED|AND NOT bluetoothConnected=true AND NOT device_has_antivirus=false OR NOT device_type=>LG-P760 THEN=GRANTED|" "fold1"
"9" 8 0 1409312 0.91066589 4842 0 0.86653958 4608.40625 0 6 4.90625 21 17.5625 2 4.21875 "AND NOT wifiEncryption=>WPA-PSK-TKIP+CCMPESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|OR  wifiEncryption=>WPA-PSK-TKIP+CCMPESS AND  device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|AND  device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|OR NOT wifiConnected=false AND NOT device_has_antivirus=false OR NOT device_type=>LG-P760 THEN=GRANTED|AND NOT bluetoothConnected=true AND NOT device_has_antivirus=false OR NOT device_type=>LG-P760 THEN=GRANTED|" "fold1"
"10" 9 0 1547912 0.91066589 4842 0 0.87344812 4644.6875 0 6 5.15625 21 18.4375 3 4.59375 "AND NOT wifiEncryption=>WPA-PSK-TKIP+CCMPESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|OR  wifiEncryption=>WPA-PSK-TKIP+CCMPESS AND  device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|AND  device_is_rooted=false OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|AND  asset_confidential_level=>CONFIDENTIAL OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPSESS AND  device_OS=>Android4.1.2 OR NOT device_type=>LG-P760 THEN=GRANTED|OR NOT wifiConnected=false AND NOT device_has_antivirus=false OR NOT device_type=>LG-P760 THEN=GRANTED|AND NOT bluetoothConnected=true AND NOT device_has_antivirus=false OR NOT device_type=>LG-P760 THEN=GRANTED|" "fold1"
