"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 251890 0.86844848 4585 0 0.51522433 2729.625 0 4 4.0625 15 15 1 1 "AND NOT wifiConnected=true OR NOT password_length>6 AND  event_level=>SIMPLE_EVENT THEN=GRANTED|OR  mail_has_attachment=true OR NOT password_length>6 AND  event_level=>SIMPLE_EVENT THEN=GRANTED|OR NOT wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT bluetoothConnected=true AND  event_level=>SIMPLE_EVENT THEN=GRANTED|OR  device_has_accessibility=true OR NOT bluetoothConnected=true AND  event_level=>SIMPLE_EVENT THEN=GRANTED|" "fold4"
"2" 1 0 347088 0.89548847 4728 0 0.63380181 3351.21875 0 5 4.1875 19 15.125 1 1.6875 "OR NOT password_length>5 AND NOT device_OS=>Android4.3 AND NOT device_owned_by=>USER THEN=GRANTED|OR NOT event_level=>COMPLEX_EVENT AND NOT device_OS=>Android4.3 AND NOT device_owned_by=>USER THEN=GRANTED|AND  device_has_password=true OR  password_length>7 OR  wifiEnabled=false AND NOT device_owned_by=>USER THEN=GRANTED|AND NOT device_OS=>Android5.1 OR  password_length>7 OR  wifiEnabled=false AND NOT device_owned_by=>USER THEN=GRANTED|OR NOT asset_confidential_level=>PUBLIC OR  wifiEnabled=false AND NOT device_owned_by=>USER THEN=GRANTED|" "fold4"
"3" 2 0 471829 0.89842805 4745 0 0.71195417 3757.78125 0 5 4.28125 19 15.0625 1 2.09375 "OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  wifiConnected=false OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=GRANTED|AND  device_type=>Nexus 5 OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=STRONGDENY|" "fold4"
"4" 3 0 577713 0.89842805 4745 0 0.74791975 3947.0625 0 5 4.34375 19 15.125 2 2.5625 "OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  wifiConnected=false OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=GRANTED|AND  device_type=>Nexus 5 OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=STRONGDENY|" "fold4"
"5" 4 0 690527 0.89842805 4745 0 0.77267361 4082.59375 0 5 4.4375 19 15.5 3 2.84375 "OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  wifiConnected=false OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=GRANTED|AND  device_type=>Nexus 5 OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=STRONGDENY|" "fold4"
"6" 5 0 811651 0.89842805 4745 0 0.80313399 4242.5 0 5 4.625 19 15.875 4 3.21875 "OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  wifiConnected=false OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=GRANTED|AND  device_type=>Nexus 5 OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=STRONGDENY|" "fold4"
"7" 6 0 913925 0.89842805 4745 0 0.82442837 4351.5625 0 5 4.71875 19 16.375 5 3.46875 "OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  wifiConnected=false OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=GRANTED|AND  device_type=>Nexus 5 OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=STRONGDENY|" "fold4"
"8" 7 0 1076333 0.89842805 4745 0 0.83470453 4405.78125 0 5 4.78125 19 16.6875 6 3.96875 "OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  wifiConnected=false OR NOT device_has_accessibility=false OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true OR NOT password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT device_has_antivirus=false OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=GRANTED|AND  device_type=>Nexus 5 OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=STRONGDENY|" "fold4"
"9" 8 0 1167338 0.90991536 4799 0 0.84517679 4461.6875 0 6 4.84375 25 17 1 4.28125 "AND NOT bluetoothConnected=true OR NOT mail_has_attachment=true OR NOT device_has_antivirus=true THEN=GRANTED|AND NOT mail_has_attachment=false OR NOT wifiEncryption=>WPA2-PSK-CCMP-preauthESS OR NOT mail_has_attachment=true OR NOT device_has_antivirus=true THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-CCMP-preauthESS OR NOT mail_has_attachment=true OR NOT device_has_antivirus=true THEN=GRANTED|OR NOT device_has_accessibility=false AND  password_length>7 AND NOT wifiEnabled=false OR NOT device_has_antivirus=true THEN=GRANTED|OR  wifiConnected=false OR NOT device_has_accessibility=false AND  password_length>7 AND NOT wifiEnabled=false OR NOT device_has_antivirus=true THEN=GRANTED|OR  wifiEnabled=true AND  password_length>7 AND NOT wifiEnabled=false OR NOT device_has_antivirus=true THEN=GRANTED|AND  device_has_antivirus=false OR  wifiEnabled=true AND  password_length>7 AND NOT wifiEnabled=false OR NOT device_has_antivirus=true THEN=GRANTED|OR  device_has_antivirus=true AND NOT wifiEnabled=false OR NOT device_has_antivirus=true THEN=GRANTED|" "fold4"
"10" 9 0 1286714 0.91212526 4818 0 0.85766155 4527.84375 0 8 5.09375 21 18.0625 1 4.59375 "OR  device_has_accessibility=false AND  password_length>7 OR NOT user_role=>Purchases THEN=GRANTED|OR  wifiConnected=false OR  device_has_accessibility=false AND  password_length>7 OR NOT user_role=>Purchases THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR  wifiConnected=false OR  device_has_accessibility=false AND  password_length>7 OR NOT user_role=>Purchases THEN=GRANTED|AND  mail_has_attachment=false AND NOT wifiEncryption=>WPA2-PSK-CCMP-preauthESS OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR  wifiConnected=false OR  device_has_accessibility=false AND  password_length>7 OR NOT user_role=>Purchases THEN=GRANTED|AND NOT wifiEncryption=>WPA2-PSK-CCMP-preauthESS OR NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPWPSESS OR  wifiConnected=false OR  device_has_accessibility=false AND  password_length>7 OR NOT user_role=>Purchases THEN=GRANTED|AND NOT wifiEnabled=true AND  password_length>7 OR NOT user_role=>Purchases THEN=GRANTED|OR  wifiEnabled=true OR NOT user_role=>Purchases THEN=STRONGDENY|AND  device_type=>Nexus 5 OR  wifiEnabled=true OR NOT user_role=>Purchases THEN=STRONGDENY|" "fold4"
"11" 10 0 1396020 0.91996414 4860 0 0.8697554 4591.75 0 9 5.40625 29 19.4375 1 4.34375 "AND  device_has_accessibility=false AND  password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT wifiConnected=false AND  device_has_accessibility=false AND  password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  wifiEnabled=true AND  password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  bluetoothConnected=true AND  mail_has_attachment=false OR  wifiEnabled=true AND  password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|AND NOT mail_has_attachment=false OR NOT wifiEncryption=>WPA2-PSK-CCMP-preauthESS OR  mail_has_attachment=false OR  wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND  mail_has_attachment=false OR  wifiEnabled=true AND  password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR NOT wifiEncryption=>WPA2-PSK-CCMP-preauthESS OR  mail_has_attachment=false OR  wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND  mail_has_attachment=false OR  wifiEnabled=true AND  password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  mail_has_attachment=false OR  wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND  mail_has_attachment=false OR  wifiEnabled=true AND  password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-TKIP+CCMPESS AND  mail_has_attachment=false OR  wifiEnabled=true AND  password_length>7 AND NOT user_role=>Purchases THEN=GRANTED|AND NOT device_has_antivirus=false OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=GRANTED|AND NOT device_type=>Nexus 5 OR NOT wifiEnabled=true AND NOT user_role=>Purchases THEN=STRONGDENY|" "fold4"
