"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 257947 0.86724206 4630 0 0.46882101 2498.75 0 4 4.0625 15 15.125 1 1 "OR  wifiConnected=false OR NOT device_has_antivirus=true AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|OR  device_is_rooted=false OR NOT device_has_antivirus=true AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|OR NOT device_screen_timeout<1168 AND NOT event_type=>CONTEXT_SENSOR_CONNECTIVITY AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|OR NOT mail_has_attachment=true AND NOT event_type=>CONTEXT_SENSOR_CONNECTIVITY AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|" "fold8"
"2" 1 0 348893 0.86724206 4630 0 0.60316207 3212.3125 0 4 4.0625 15 15.1875 2 1.625 "OR  wifiConnected=false OR NOT device_has_antivirus=true AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|OR  device_is_rooted=false OR NOT device_has_antivirus=true AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|OR NOT device_screen_timeout<1168 AND NOT event_type=>CONTEXT_SENSOR_CONNECTIVITY AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|OR NOT mail_has_attachment=true AND NOT event_type=>CONTEXT_SENSOR_CONNECTIVITY AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|" "fold8"
"3" 2 0 453572 0.86724206 4630 0 0.67185448 3576.25 0 4 4.1875 15 15.375 3 2.09375 "OR  wifiConnected=false OR NOT device_has_antivirus=true AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|OR  device_is_rooted=false OR NOT device_has_antivirus=true AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|OR NOT device_screen_timeout<1168 AND NOT event_type=>CONTEXT_SENSOR_CONNECTIVITY AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|OR NOT mail_has_attachment=true AND NOT event_type=>CONTEXT_SENSOR_CONNECTIVITY AND NOT event_level=>COMPLEX_EVENT THEN=GRANTED|" "fold8"
"4" 3 0 550705 0.87708216 4685 0 0.7328326 3906.5 0 5 4.28125 17 15.4375 1 2.46875 "OR  device_has_password=true AND  password_length>7 OR NOT wifiConnected=true THEN=GRANTED|AND  bluetoothConnected=false AND  password_length>7 OR NOT wifiConnected=true THEN=GRANTED|AND  device_owned_by=>COMPANY AND  bluetoothConnected=false AND  password_length>7 OR NOT wifiConnected=true THEN=GRANTED|OR NOT event_level=>COMPLEX_EVENT AND  device_owned_by=>USER OR NOT wifiConnected=true THEN=GRANTED|AND  bluetoothConnected=true AND  device_owned_by=>USER OR NOT wifiConnected=true THEN=GRANTED|" "fold8"
"5" 4 0 651439 0.87708216 4685 0 0.76922415 4103.09375 0 5 4.34375 17 15.5 2 2.8125 "OR  device_has_password=true AND  password_length>7 OR NOT wifiConnected=true THEN=GRANTED|AND  bluetoothConnected=false AND  password_length>7 OR NOT wifiConnected=true THEN=GRANTED|AND  device_owned_by=>COMPANY AND  bluetoothConnected=false AND  password_length>7 OR NOT wifiConnected=true THEN=GRANTED|OR NOT event_level=>COMPLEX_EVENT AND  device_owned_by=>USER OR NOT wifiConnected=true THEN=GRANTED|AND  bluetoothConnected=true AND  device_owned_by=>USER OR NOT wifiConnected=true THEN=GRANTED|" "fold8"
"6" 5 0 751259 0.87708216 4685 0 0.78298231 4175.75 0 5 4.375 17 15.5 3 3.46875 "OR  device_has_password=true AND  password_length>7 OR NOT wifiConnected=true THEN=GRANTED|AND  bluetoothConnected=false AND  password_length>7 OR NOT wifiConnected=true THEN=GRANTED|AND  device_owned_by=>COMPANY AND  bluetoothConnected=false AND  password_length>7 OR NOT wifiConnected=true THEN=GRANTED|OR NOT event_level=>COMPLEX_EVENT AND  device_owned_by=>USER OR NOT wifiConnected=true THEN=GRANTED|AND  bluetoothConnected=true AND  device_owned_by=>USER OR NOT wifiConnected=true THEN=GRANTED|" "fold8"
"7" 6 0 840687 0.89565743 4770 0 0.81329873 4334.5 0 5 4.53125 17 16.125 1 3.6875 "OR  device_has_accessibility=false AND NOT asset_confidential_level=>CONFIDENTIAL AND  password_length>6 THEN=GRANTED|OR NOT wifiConnected=true AND NOT asset_confidential_level=>CONFIDENTIAL AND  password_length>6 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT bluetoothConnected=true OR NOT device_screen_timeout>1541 AND  password_length>6 THEN=GRANTED|OR NOT bluetoothConnected=true OR NOT device_screen_timeout>1541 AND  password_length>6 THEN=GRANTED|AND  wifiEnabled=false OR NOT device_screen_timeout>1541 AND  password_length>6 THEN=GRANTED|" "fold8"
"8" 7 0 957995 0.89565743 4770 0 0.82831882 4413.8125 0 5 4.5 17 16.0625 2 4.125 "OR  device_has_accessibility=false AND NOT asset_confidential_level=>CONFIDENTIAL AND  password_length>6 THEN=GRANTED|OR NOT wifiConnected=true AND NOT asset_confidential_level=>CONFIDENTIAL AND  password_length>6 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT bluetoothConnected=true OR NOT device_screen_timeout>1541 AND  password_length>6 THEN=GRANTED|OR NOT bluetoothConnected=true OR NOT device_screen_timeout>1541 AND  password_length>6 THEN=GRANTED|AND  wifiEnabled=false OR NOT device_screen_timeout>1541 AND  password_length>6 THEN=GRANTED|" "fold8"
"9" 8 0 1108893 0.89565743 4770 0 0.84008407 4473.90625 0 5 4.65625 17 16.25 3 4.28125 "OR  device_has_accessibility=false AND NOT asset_confidential_level=>CONFIDENTIAL AND  password_length>6 THEN=GRANTED|OR NOT wifiConnected=true AND NOT asset_confidential_level=>CONFIDENTIAL AND  password_length>6 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT bluetoothConnected=true OR NOT device_screen_timeout>1541 AND  password_length>6 THEN=GRANTED|OR NOT bluetoothConnected=true OR NOT device_screen_timeout>1541 AND  password_length>6 THEN=GRANTED|AND  wifiEnabled=false OR NOT device_screen_timeout>1541 AND  password_length>6 THEN=GRANTED|" "fold8"
"10" 9 0 1221612 0.89922238 4781 0 0.8524956 4539.3125 0 5 4.71875 17 16.375 1 4.40625 "OR  device_has_password=true OR  password_length>5 AND NOT wifiConnected=true THEN=GRANTED|OR  bluetoothConnected=false OR  device_has_password=true OR  password_length>5 AND NOT wifiConnected=true THEN=GRANTED|AND NOT bluetoothConnected=false OR  password_length>5 AND NOT wifiConnected=true THEN=GRANTED|AND NOT device_owned_by=>COMPANY AND NOT bluetoothConnected=false OR  password_length>5 AND NOT wifiConnected=true THEN=GRANTED|OR NOT event_level=>COMPLEX_EVENT OR  device_owned_by=>USER AND NOT wifiConnected=true THEN=GRANTED|OR  device_owned_by=>USER AND NOT wifiConnected=true THEN=GRANTED|" "fold8"
"11" 10 0 1331698 0.90372548 4819 0 0.86332596 4597.90625 0 5 4.6875 19 16.5 1 4.46875 "OR NOT asset_confidential_level=>CONFIDENTIAL AND NOT password_length>7 OR  wifiConnected=true THEN=GRANTED|AND NOT mail_has_attachment=true OR NOT asset_confidential_level=>CONFIDENTIAL AND NOT password_length>7 OR  wifiConnected=true THEN=GRANTED|OR  bluetoothConnected=false AND NOT password_length>7 OR  wifiConnected=true THEN=GRANTED|OR NOT wifiEnabled=true OR  bluetoothConnected=false AND NOT password_length>7 OR  wifiConnected=true THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND  device_owned_by=>COMPANY OR  wifiConnected=true THEN=GRANTED|AND NOT bluetoothConnected=true AND  device_owned_by=>COMPANY OR  wifiConnected=true THEN=GRANTED|" "fold8"
