"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 216326 13195.5 4239 0 30555.859375 3089.1875 0 4 4.03125 15 15.0625 1 1 "OR  device_type=>1222 OR NOT device_has_antivirus=false AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|AND  user_role=>Security OR NOT device_has_antivirus=false AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|OR  device_has_antivirus=false AND  device_has_antivirus=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|AND NOT wifiEncryption=>WPA2-PSK-CCMPWPSESS AND  device_has_antivirus=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|" "fold2"
"2" 1 0 286367 10482.5 4538 0 24356.546875 3483.78125 0 4 4.09375 13 15.125 1 1.6875 "AND  device_has_antivirus=false AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|OR NOT user_role=>Security AND  device_has_antivirus=false AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|OR NOT device_has_antivirus=false OR  device_has_antivirus=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR  device_has_antivirus=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|" "fold2"
"3" 2 0 359906 10482.5 4538 0 20216.6875 3646.5625 0 4 4.125 13 14.875 2 2.25 "AND  device_has_antivirus=false AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|OR NOT user_role=>Security AND  device_has_antivirus=false AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|OR NOT device_has_antivirus=false OR  device_has_antivirus=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|OR  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR  device_has_antivirus=true AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS THEN=GRANTED|" "fold2"
"4" 3 0 454295 8503 4793 0 17054.828125 3937.625 0 5 4.21875 17 14.875 1 2.5625 "OR  device_is_rooted=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR NOT device_has_antivirus=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT device_type=>1222 AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR  device_screen_timeout>187 AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|" "fold2"
"5" 4 0 573872 8503 4793 0 15163.65625 4052.25 0 5 4.3125 17 14.875 2 3.0625 "OR  device_is_rooted=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR NOT device_has_antivirus=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT device_type=>1222 AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR  device_screen_timeout>187 AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|" "fold2"
"6" 5 0 659864 8503 4793 0 13734.03125 4186.25 0 5 4.375 17 14.6875 3 3.1875 "OR  device_is_rooted=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR NOT device_has_antivirus=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT device_type=>1222 AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR  device_screen_timeout>187 AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|" "fold2"
"7" 6 0 771748 8503 4793 0 13124.984375 4270.3125 0 5 4.34375 17 14.625 4 3.75 "OR  device_is_rooted=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR NOT device_has_antivirus=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT device_type=>1222 AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR  device_screen_timeout>187 AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|" "fold2"
"8" 7 0 860855 8503 4793 0 11805.515625 4422.34375 0 5 4.53125 17 15.125 5 3.90625 "OR  device_is_rooted=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR NOT device_has_antivirus=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT device_type=>1222 AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR  device_screen_timeout>187 AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|" "fold2"
"9" 8 0 942932 8503 4793 0 11117.625 4494.4375 0 5 4.75 17 15.3125 6 3.625 "OR  device_is_rooted=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR NOT device_has_antivirus=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT device_type=>1222 AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR  device_screen_timeout>187 AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|" "fold2"
"10" 9 0 1087795 8503 4793 0 10924.53125 4506.90625 0 5 4.75 17 15.3125 7 4.15625 "OR  device_is_rooted=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR NOT device_has_antivirus=true AND  bluetoothConnected=false OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|AND NOT device_type=>1222 AND NOT wifiEncryption=>WPA-PSK-CCMPESS AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|OR  device_screen_timeout>187 AND  device_owned_by=>USER OR NOT asset_confidential_level=>CONFIDENTIAL THEN=GRANTED|" "fold2"
