"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 205617 8878 4714 0 28086.8125 3084.75 0 5 4.0625 17 15 1 1 "OR  device_has_accessibility=false OR NOT device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|OR  event_level=>COMPLEX_EVENT OR  device_has_accessibility=false OR NOT device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|OR  device_has_password=true OR NOT device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND  device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|OR  mail_has_attachment=true AND  device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|" "fold8"
"2" 1 0 284412 8878 4714 0 21523.8125 3523.09375 0 5 4.125 17 14.8125 2 1.6875 "OR  device_has_accessibility=false OR NOT device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|OR  event_level=>COMPLEX_EVENT OR  device_has_accessibility=false OR NOT device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|OR  device_has_password=true OR NOT device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND  device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|OR  mail_has_attachment=true AND  device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|" "fold8"
"3" 2 0 377590 8878 4714 0 19631.109375 3727.5 0 5 4.21875 17 14.875 3 2.375 "OR  device_has_accessibility=false OR NOT device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|OR  event_level=>COMPLEX_EVENT OR  device_has_accessibility=false OR NOT device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|OR  device_has_password=true OR NOT device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|AND NOT event_level=>COMPLEX_EVENT AND  device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|OR  mail_has_attachment=true AND  device_has_password=true AND  asset_confidential_level=>PUBLIC THEN=GRANTED|" "fold8"
"4" 3 0 494939 8611.5 4755 0 16684.875 4035.65625 0 6 4.375 19 15.25 1 2.65625 "OR  bluetoothConnected=true AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR NOT device_owned_by=>USER OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|AND  device_has_antivirus=true OR NOT device_owned_by=>USER OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR  device_owned_by=>COMPANY OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=STRONGDENY|AND NOT password_length>6 OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=GRANTED|" "fold8"
"5" 4 0 597453 8611.5 4755 0 15824.9375 4079.53125 0 6 4.5625 19 15.75 2 3.3125 "OR  bluetoothConnected=true AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR NOT device_owned_by=>USER OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|AND  device_has_antivirus=true OR NOT device_owned_by=>USER OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR  device_owned_by=>COMPANY OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=STRONGDENY|AND NOT password_length>6 OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=GRANTED|" "fold8"
"6" 5 0 688293 8611.5 4755 0 15057.890625 4121.84375 0 6 4.59375 19 15.9375 3 3.8125 "OR  bluetoothConnected=true AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR NOT device_owned_by=>USER OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|AND  device_has_antivirus=true OR NOT device_owned_by=>USER OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR  device_owned_by=>COMPANY OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=STRONGDENY|AND NOT password_length>6 OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=GRANTED|" "fold8"
"7" 6 0 792167 8611.5 4755 0 14045.15625 4204.5 0 6 4.6875 19 16.0625 4 3.90625 "OR  bluetoothConnected=true AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR NOT device_owned_by=>USER OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|AND  device_has_antivirus=true OR NOT device_owned_by=>USER OR NOT bluetoothConnected=false AND  mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|OR  device_owned_by=>COMPANY OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=STRONGDENY|AND NOT password_length>6 OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=GRANTED|" "fold8"
"8" 7 0 868296 8153 4844 0 12925.5625 4335.84375 0 7 4.75 21 16.1875 1 4.3125 "AND  bluetoothConnected=true AND  mail_has_attachment=false OR NOT device_screen_timeout>=1413 THEN=GRANTED|AND  bluetoothConnected=false AND  mail_has_attachment=false OR NOT device_screen_timeout>=1413 THEN=GRANTED|OR  mail_has_attachment=false AND  user_role=>Purchases OR NOT device_screen_timeout>=1413 THEN=GRANTED|AND NOT password_length>6 AND  user_role=>Purchases OR NOT device_screen_timeout>=1413 THEN=GRANTED|AND  bluetoothConnected=false AND NOT password_length>6 AND  user_role=>Purchases OR NOT device_screen_timeout>=1413 THEN=GRANTED|OR NOT device_owned_by=>USER AND  bluetoothConnected=false AND NOT password_length>6 AND  user_role=>Purchases OR NOT device_screen_timeout>=1413 THEN=GRANTED|OR NOT device_has_antivirus=true OR NOT device_owned_by=>USER AND  bluetoothConnected=false AND NOT password_length>6 AND  user_role=>Purchases OR NOT device_screen_timeout>=1413 THEN=STRONGDENY|" "fold8"
"9" 8 0 970872 7869.5 4846 0 11417.453125 4490.53125 0 6 4.90625 19 16.6875 1 4.3125 "AND NOT bluetoothConnected=true OR NOT mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|AND  bluetoothConnected=false OR NOT mail_has_attachment=false OR  device_screen_timeout>=1413 THEN=GRANTED|AND NOT mail_has_attachment=false OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=GRANTED|AND  password_length>6 OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=GRANTED|OR  bluetoothConnected=false AND  password_length>6 OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=GRANTED|OR  device_owned_by=>USER OR  bluetoothConnected=false AND  password_length>6 OR NOT user_role=>Purchases OR  device_screen_timeout>=1413 THEN=GRANTED|" "fold8"
"10" 9 0 1058833 7864.5 4847 0 10514.578125 4556.78125 0 6 5.09375 17 17.0625 1 4.25 "OR  bluetoothConnected=true AND NOT mail_has_attachment=false OR NOT device_screen_timeout>=1413 THEN=GRANTED|AND NOT mail_has_attachment=false OR NOT device_screen_timeout>=1413 THEN=GRANTED|AND  mail_has_attachment=false AND NOT user_role=>Purchases OR NOT device_screen_timeout>=1413 THEN=GRANTED|AND  password_length>6 AND NOT user_role=>Purchases OR NOT device_screen_timeout>=1413 THEN=GRANTED|AND NOT bluetoothConnected=false AND  password_length>6 AND NOT user_role=>Purchases OR NOT device_screen_timeout>=1413 THEN=GRANTED|OR NOT device_owned_by=>USER AND NOT bluetoothConnected=false AND  password_length>6 AND NOT user_role=>Purchases OR NOT device_screen_timeout>=1413 THEN=GRANTED|" "fold8"
