"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 267763 27511 2449 0 29035.5 2257.15625 0 10 10 10 10 1 1 "AND NOT password_length<7 OR NOT user_role=>Consultancy AND NOT device_has_antivirus=false OR  mail_has_attachment=false OR  wifiEncryption=>ESS AND NOT device_has_accessibility=false OR  device_owned_by=>COMPANY OR  device_owned_by=>USER OR  user_role=>Purchases AND  user_role=>Development THEN=" "fold4"
"2" 1 0 378071 27481 2449 0 27869.96875 2402.5 0 10 10 10 10 1 1.78125 "OR NOT password_length<7 AND  user_role=>Consultancy AND NOT device_has_antivirus=false AND  mail_has_attachment=false OR NOT wifiEncryption=>ESS AND NOT device_has_accessibility=false OR  password_length>7 OR  device_OS=>Android4.2.2 AND NOT asset_confidential_level=>CONFIDENTIAL OR NOT device_has_password=true THEN=" "fold4"
"3" 2 0 476424 27425 2449 0 27550.1875 2442.34375 0 10 10 10 10 1 2.21875 "AND  wifiConnected=true AND NOT device_screen_timeout>918 AND NOT event_type=>CONTEXT_SENSOR_APP AND NOT device_type=>LG-P760 AND NOT wifiEncryption=>WPA2-PSK-TKIP+CCMPESS OR  device_owned_by=>COMPANY OR  wifiConnected=true OR NOT device_is_rooted=true OR  device_owned_by=>COMPANY AND NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"4" 3 0 585562 27221 2388 0 27500.1875 2445.71875 0 10 10 10 10 1 2.625 "AND  device_screen_timeout<=1516 OR  wifiEncryption=>WPA2-PSK-CCMP-preauthESS AND  asset_confidential_level=>PUBLIC AND  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT device_screen_timeout<1042 OR NOT device_type=>Samsung Galaxy Grand Neo (GT-I OR NOT wifiConnected=true AND  mail_has_attachment=true AND NOT device_owned_by=>COMPANY OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"5" 4 0 692744 27221 2388 0 27496.46875 2447 0 10 10 10 10 2 3.46875 "AND  device_screen_timeout<=1516 OR  wifiEncryption=>WPA2-PSK-CCMP-preauthESS AND  asset_confidential_level=>PUBLIC AND  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT device_screen_timeout<1042 OR NOT device_type=>Samsung Galaxy Grand Neo (GT-I OR NOT wifiConnected=true AND  mail_has_attachment=true AND NOT device_owned_by=>COMPANY OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"6" 5 0 802011 27221 2388 0 27496.46875 2447 0 10 10 10 10 3 4.46875 "AND  device_screen_timeout<=1516 OR  wifiEncryption=>WPA2-PSK-CCMP-preauthESS AND  asset_confidential_level=>PUBLIC AND  wifiEncryption=>WPA2-PSK-CCMPWPSESS OR NOT device_screen_timeout<1042 OR NOT device_type=>Samsung Galaxy Grand Neo (GT-I OR NOT wifiConnected=true AND  mail_has_attachment=true AND NOT device_owned_by=>COMPANY OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"7" 6 0 912674 26721 2456 0 27471.71875 2447.21875 0 10 10 10 10 1 5.3125 "AND  device_is_rooted=false OR  mail_has_attachment=false OR NOT wifiEnabled=true AND  bluetoothConnected=true OR  device_screen_timeout<547 AND  device_has_accessibility=true OR  device_owned_by=>USER AND NOT device_has_password=false AND NOT wifiEnabled=false OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"8" 7 0 1007415 26721 2456 0 27468.5 2446.9375 0 10 10 10 10 2 6.1875 "AND  device_is_rooted=false OR  mail_has_attachment=false OR NOT wifiEnabled=true AND  bluetoothConnected=true OR  device_screen_timeout<547 AND  device_has_accessibility=true OR  device_owned_by=>USER AND NOT device_has_password=false AND NOT wifiEnabled=false OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"9" 8 0 1107717 26721 2456 0 27458.78125 2446.78125 0 10 10 10 10 3 6.875 "AND  device_is_rooted=false OR  mail_has_attachment=false OR NOT wifiEnabled=true AND  bluetoothConnected=true OR  device_screen_timeout<547 AND  device_has_accessibility=true OR  device_owned_by=>USER AND NOT device_has_password=false AND NOT wifiEnabled=false OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"10" 9 0 1214141 26721 2456 0 27446.84375 2446.75 0 10 10 10 10 4 7.6875 "AND  device_is_rooted=false OR  mail_has_attachment=false OR NOT wifiEnabled=true AND  bluetoothConnected=true OR  device_screen_timeout<547 AND  device_has_accessibility=true OR  device_owned_by=>USER AND NOT device_has_password=false AND NOT wifiEnabled=false OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"11" 10 0 1316712 26721 2456 0 27437.6875 2444.90625 0 10 10 10 10 5 8.1875 "AND  device_is_rooted=false OR  mail_has_attachment=false OR NOT wifiEnabled=true AND  bluetoothConnected=true OR  device_screen_timeout<547 AND  device_has_accessibility=true OR  device_owned_by=>USER AND NOT device_has_password=false AND NOT wifiEnabled=false OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"12" 11 0 1406206 26721 2456 0 27408.8125 2444.4375 0 10 10 10 10 6 8.0625 "AND  device_is_rooted=false OR  mail_has_attachment=false OR NOT wifiEnabled=true AND  bluetoothConnected=true OR  device_screen_timeout<547 AND  device_has_accessibility=true OR  device_owned_by=>USER AND NOT device_has_password=false AND NOT wifiEnabled=false OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
"13" 12 0 1515724 26721 2456 0 27406.90625 2443.53125 0 10 10 10 10 7 8.40625 "AND  device_is_rooted=false OR  mail_has_attachment=false OR NOT wifiEnabled=true AND  bluetoothConnected=true OR  device_screen_timeout<547 AND  device_has_accessibility=true OR  device_owned_by=>USER AND NOT device_has_password=false AND NOT wifiEnabled=false OR NOT event_type=>SECURITY_PROPERTY_CHANGED THEN=" "fold4"
