"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"1" 0 0 269276 27529 2456 0 28534.8125 2353.96875 0 10 10 10 10 1 1 "OR  event_level=>SIMPLE_EVENT OR  password_length>=7 AND  device_has_accessibility=true AND  wifiConnected=false AND  device_owned_by=>COMPANY OR  device_has_antivirus=false OR  device_has_password=false OR NOT event_type=>LOG_OUT OR NOT device_is_rooted=false AND  event_level=>SIMPLE_EVENT THEN=" "fold0"
"33" 32 0 3818682 27112 2478 0 27476.40625 2463.3125 0 10 10 10 10 32 21.625 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
"34" 33 0 3935914 27112 2478 0 27466.75 2462.8125 0 10 10 10 10 33 20.5625 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
"35" 34 0 4054340 27112 2478 0 27463.90625 2462.8125 0 10 10 10 10 34 19.4375 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
"36" 35 0 4179644 27112 2478 0 27463.90625 2462.8125 0 10 10 10 10 35 20.4375 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
"37" 36 0 4341834 27112 2478 0 27461.78125 2462.6875 0 10 10 10 10 36 19.1875 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
"38" 37 0 4453172 27112 2478 0 27461.78125 2462.6875 0 10 10 10 10 37 20.1875 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
"39" 38 0 4564782 27112 2478 0 27459.96875 2462.59375 0 10 10 10 10 38 20 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
"40" 39 0 4691616 27112 2478 0 27459.75 2462.59375 0 10 10 10 10 39 19.78125 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
"41" 40 0 4802018 27112 2478 0 27459.40625 2461.96875 0 10 10 10 10 40 18.28125 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
"42" 41 0 4918672 27112 2478 0 27459.40625 2461.96875 0 10 10 10 10 41 19.28125 "AND NOT event_level=>COMPLEX_EVENT AND NOT device_has_accessibility=true AND  wifiEncryption=>WPA-PSK-TKIP+CCMPWPA2-PSK-TKIP+CCMPESS OR NOT device_has_password=false OR NOT device_type=>Samsung Galaxy S3 AND NOT user_role=>Employee AND  device_screen_timeout>=717 OR  asset_confidential_level=>PUBLIC AND NOT password_length>7 OR NOT event_type=>user_entered_password_field THEN=" "fold0"
