"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"37" 36 0 2236689 27333 2476 0 27468.5 2452.59375 0 10 10 10 10 34 17.65625 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
"38" 37 0 2295327 27333 2476 0 27467.75 2452.40625 0 10 10 10 10 35 17.5 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
"39" 38 0 2345191 27333 2476 0 27467.75 2452.40625 0 10 10 10 10 36 18.5 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
"40" 39 0 2405168 27333 2476 0 27467.75 2452.40625 0 10 10 10 10 37 19.5 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
"41" 40 0 2460353 27333 2476 0 27467.09375 2452.375 0 10 10 10 10 38 20.0625 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
"42" 41 0 2499059 27333 2476 0 27467.09375 2452.375 0 10 10 10 10 39 21.0625 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
"43" 42 0 2550603 27333 2476 0 27466.34375 2452.3125 0 10 10 10 10 40 21.25 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
"44" 43 0 2609538 27333 2476 0 27466.34375 2452.3125 0 10 10 10 10 41 22.25 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
"45" 44 0 2667609 27333 2476 0 27466.34375 2452.3125 0 10 10 10 10 42 23.25 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
"46" 45 0 2704456 27333 2476 0 27466.03125 2452.75 0 10 10 10 10 43 23.625 "OR  device_is_rooted=false OR  device_OS=>Android4.2.1 OR  wifiEncryption=>WPA-PSK-CCMP+TKIPWPSESS AND  user_role=>Security OR NOT wifiEncryption=>WPA-PSK-TKIPWPA2-PSK-CCMP-preauthESS AND  device_is_rooted=false AND  bluetoothConnected=false OR  device_has_password=true AND NOT event_level=>COMPLEX_EVENT OR  user_role=>Development THEN=" "fold9"
